dataset,spec,algorithm,seed,MAE,RMSE,MMRE,MdMRE,PRED25,SA
NASA93,raw,KNN,46,449.02562222222224,800.3536767275758,1.4910434246996427,0.6477519206338491,8.777777777777777,46.906090651392425
NASA93,raw,KNN,47,475.7764666666667,834.6835561179676,1.5959487979412061,0.6772903210336849,12.777777777777777,44.31159886509069
NASA93,raw,KNN,48,485.88271111111106,859.0015627803014,1.7406596658065454,0.7323180913179737,10.666666666666666,42.77886431917
NASA93,raw,KNN,49,424.9912666666667,730.7799008941739,1.281379116303443,0.6161797837925292,11.0,51.57901709990731
NASA93,raw,KNN,50,452.83811111111106,766.8581431205056,1.4983691000262016,0.6227417441849603,12.88888888888889,50.35131924816606
NASA93,raw,KNN,51,464.4960444444444,785.7630520625171,1.5835731332013712,0.8416150932880824,14.0,47.27268835570741
NASA93,raw,SVR,42,548.4535730720354,907.8067135754281,2.8742023824351577,1.089959352118206,9.777777777777777,42.46500679476706
NASA93,raw,SVR,43,538.706388415832,942.3054689785789,2.9596457436911643,1.0881208187039142,6.444444444444445,41.310781313607215
NASA93,raw,SVR,44,529.1460322336574,905.8930886975138,2.88628171474738,1.066424821436042,11.88888888888889,43.25071351713754
NASA93,raw,SVR,45,541.9128692306128,919.9485984337764,2.825630849939624,1.2576667935370345,11.0,42.42187077050052
NASA93,raw,SVR,46,531.6768739276129,956.6265917469585,2.851875809510465,0.8847862742186392,10.555555555555555,40.43543889375981
NASA93,raw,SVR,47,540.9905415845594,974.0179299399446,2.9626211597402587,1.0584616845148913,9.777777777777777,39.57223971734952
NASA93,raw,SVR,48,542.0669621690396,986.5549767663267,2.8929302494293387,1.4271182300808585,14.0,39.80571991201271
NASA93,raw,SVR,49,544.8823793477255,962.5618810748438,2.923914699910148,1.3920404792183116,10.666666666666668,39.5802454036693
NASA93,raw,SVR,50,539.2044099003227,946.125711294307,3.0140435962101697,1.1124386677121083,11.666666666666668,41.59086115791115
NASA93,raw,SVR,51,536.4272285576682,942.1074737347617,2.854448355744694,1.1591032787663198,7.666666666666667,40.785028285393636
NASA93,semilog,LR,42,882.7292843740628,2065.3224661680097,1.3625300618480436,0.5276887517813603,18.0,22.45677731058492
NASA93,semilog,LR,43,1109.3113476137682,2692.327660017317,1.2537937909522712,0.6891571583818056,21.333333333333332,-17.031844453822167
NASA93,semilog,LR,44,1618.0886657375231,4525.352587972969,1.4128064179781359,0.5673904225688118,29.111111111111107,-64.7150461135657
NASA93,semilog,LR,45,1661.3975633587736,4501.551260924911,1.6409335438029267,0.5119349899340389,22.77777777777778,-58.32121985948398
NASA93,semilog,LR,46,1124.9466719844163,2940.0512322703007,1.3002695745116188,0.5096486667504647,17.0,-14.222871401113338
NASA93,semilog,LR,47,2484.4371663926913,6988.974796782507,1.5650500943871513,0.568061033047886,23.555555555555557,-166.81482033983028
NASA93,semilog,LR,48,1483.7950466239781,4001.079560805898,1.571424982712334,0.5857944003136974,25.444444444444446,-54.74982925897159
NASA93,semilog,LR,49,1454.8146343585352,3880.2975737429524,1.3666588698980777,0.615278121188106,21.88888888888889,-43.46378445407596
NASA93,semilog,LR,50,2476.6629957551613,6869.165324461212,1.6296497198087927,0.5452746121873847,19.444444444444446,-171.28972564346964
NASA93,semilog,LR,51,4683.355837563575,13367.0639138709,2.077074067894375,0.5302460096317219,21.444444444444446,-327.36027119264486
